"","Date","Tree.ID","VWC_mean","Time","Table","Row","Sensortype","Treatment","Tree.Species","Remarks","Date2","Type","REW"
"1517",2023-07-14,"T45",22.86,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.400780311903859
"1518",2023-07-14,"T5",23.48,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.411650119138347
"1519",2023-07-14,"T6",21.4133333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.375417428356721
"1520",2023-07-14,"T9",35.7533333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.626825550522134
"1521",2023-07-15,"B1",14.9,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.261226012570757
"1522",2023-07-15,"B13",31.96,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.560321030990697
"1523",2023-07-15,"B15",22.94,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.402182867676051
"1524",2023-07-15,"B17",27.8133333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.487621890132079
"1525",2023-07-15,"B2",32.78,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.574697227655665
"1526",2023-07-15,"B23",36.9266666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.647396368514283
"1527",2023-07-15,"B24",12.9533333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.227097155447419
"1528",2023-07-15,"B26",21.76,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.381495170036219
"1529",2023-07-15,"B27",24.6133333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.4315196592444
"1530",2023-07-15,"B3",29.8333333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.523036423379927
"1531",2023-07-15,"B30",30.42,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.533321832376001
"1532",2023-07-15,"B31",26.8866666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.471375619104189
"1533",2023-07-15,"B34",35.3666666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.620046530956539
"1534",2023-07-15,"B35",19.0466666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.333925153429375
"1535",2023-07-15,"B37",19.3,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.338366580041316
"1536",2023-07-15,"B38",15.16,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.265784318830381
"1537",2023-07-15,"B4",18.5,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.324341022319396
"1538",2023-07-15,"B40",14.8533333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.260407855036978
"1539",2023-07-15,"B43",26.4733333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.464129080947864
"1540",2023-07-15,"B44",33.2933333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.58369696052723
"1541",2023-07-15,"D10",15.4466666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.270810143680735
"1542",2023-07-15,"D15",18.6133333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.326327976330001
"1543",2023-07-15,"D18",31.8666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.55868471592314
"1544",2023-07-15,"D19",14.4733333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.253745715119066
"1545",2023-07-15,"D21",14.18,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.248603010621029
"1546",2023-07-15,"D25",38.5666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.676148761844218
"1547",2023-07-15,"D28",32.0266666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.561489827467524
"1548",2023-07-15,"D3",20.34,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.356599805079812
"1549",2023-07-15,"D31",21.7466666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.381261410740854
"1550",2023-07-15,"D33",18.6266666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.326561735625367
"1551",2023-07-15,"D35",12.4333333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.217980542928171
"1552",2023-07-15,"D39",17.4,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.305055880451756
"1553",2023-07-15,"D4",28.0333333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.491478918505607
"1554",2023-07-15,"D40",10.98,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.19250077973335
"1555",2023-07-15,"D41",16.78,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.294186073217268
"1556",2023-07-15,"D42",20.04,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.351340220934092
"1557",2023-07-15,"D43",19.8733333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.348418229742025
"1558",2023-07-15,"D45",20.9266666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.366885214075886
"1559",2023-07-15,"D7",14.9533333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.262161049752218
"1560",2023-07-15,"D9",27.2933333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.478505277612831
"1561",2023-07-15,"E1",8.46,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.148320272909302
"1562",2023-07-15,"E12",10.98,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.19250077973335
"1563",2023-07-15,"E13",27.9666666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.490310122028781
"1564",2023-07-15,"E14",11.3133333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.198344762117483
"1565",2023-07-15,"E15",15.3933333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.269875106499274
"1566",2023-07-15,"E19",11.8733333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.208162652522827
"1567",2023-07-15,"E20",12.2133333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.214123514554643
"1568",2023-07-15,"E22",35.6,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.624137318625432
"1569",2023-07-15,"E25",13.54,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.237382564443493
"1570",2023-07-15,"E29",10.5733333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.185371121224707
"1571",2023-07-15,"E3",15.0066666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.263096086933679
"1572",2023-07-15,"E30",23.0466666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.404052942038974
"1573",2023-07-15,"E34",21.7133333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.380677012502441
"1574",2023-07-15,"E35",12.0133333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.210617125124163
"1575",2023-07-15,"E37",19.86,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.34818447044666
"1576",2023-07-15,"E40",11.3933333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.199747317889675
"1577",2023-07-15,"E45",7.32666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.128450732803249
"1578",2023-07-15,"E5",18.36,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.32188654971806
"1579",2023-07-15,"E51",12.1133333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.212370319839403
"1580",2023-07-15,"E6",14.5266666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.254680752300528
"1581",2023-07-15,"T1",29.7133333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.520932589721639
"1582",2023-07-15,"T10",32.6866666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.573060912588108
"1583",2023-07-15,"T11",38.54,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.675681243253488
"1584",2023-07-15,"T14",34.52,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.60520281570084
"1585",2023-07-15,"T2",32.4133333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.568268847033118
"1586",2023-07-15,"T21",25.34,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.444259540841811
"1587",2023-07-15,"T25",34.72,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.60870920513132
"1588",2023-07-15,"T28",22.9666666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.402650386266782
"1589",2023-07-15,"T29",31.0066666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.543607241372076
"1590",2023-07-15,"T3",41.9,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.734588585685551
"1591",2023-07-15,"T31",27.86,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.488440047665858
"1592",2023-07-15,"T33",33.2733333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.583346321584182
"1593",2023-07-15,"T4",23.6533333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.414688989978096
"1594",2023-07-15,"T42",24.6533333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.432220937130496
"1595",2023-07-15,"T43",28.3866666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.497673539832788
"1596",2023-07-15,"T44",23.86,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.418312259056259
"1597",2023-07-15,"T45",22.0533333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.386637874534257
"1598",2023-07-15,"T5",22.8266666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.400195913665446
"1599",2023-07-15,"T6",20.7933333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.364547621122233
"1600",2023-07-15,"T9",36.2733333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.635942163041381
"1601",2023-07-16,"B1",14.3333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.25129124251773
"1602",2023-07-16,"B13",33.14,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.581008728630529
"1603",2023-07-16,"B15",22.1933333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.389092347135592
"1604",2023-07-16,"B17",29.42,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.515789885223602
"1605",2023-07-16,"B2",34.1866666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.599358833316707
"1606",2023-07-16,"B23",37.7066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.661071287293154
"1607",2023-07-16,"B24",12.4466666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.218214302223536
"1608",2023-07-16,"B26",20.94,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.367118973371251
"1609",2023-07-16,"B27",23.9533333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.419948574123816
"1610",2023-07-16,"B3",31.0666666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.54465915820122
"1611",2023-07-16,"B30",31.78,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.557165280503265
"1612",2023-07-16,"B31",28.2466666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.495219067231453
"1613",2023-07-16,"B34",36.4666666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.639331672824179
"1614",2023-07-16,"B35",18.3533333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.321769670070377
"1615",2023-07-16,"B37",18.6666666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.327263013511463
"1616",2023-07-16,"B38",14.54,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.254914511595893
"1617",2023-07-16,"B4",17.8666666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.313237455789543
"1618",2023-07-16,"B40",14.08,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.246849815905789
"1619",2023-07-16,"B43",27.3933333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.480258472328071
"1620",2023-07-16,"B44",35.1066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.615488224696915
"1621",2023-07-16,"D10",14.92,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.261576651513805
"1622",2023-07-16,"D15",18.62,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.326444855977684
"1623",2023-07-16,"D18",33.1,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.580307450744433
"1624",2023-07-16,"D19",13.7266666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.240655194578608
"1625",2023-07-16,"D21",13.6866666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.239953916692512
"1626",2023-07-16,"D25",39.4666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.691927514281378
"1627",2023-07-16,"D28",33.3066666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.583930719822595
"1628",2023-07-16,"D3",20.56,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.36045683345334
"1629",2023-07-16,"D31",20.8533333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.365599537951377
"1630",2023-07-16,"D33",17.7733333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.311601140721985
"1631",2023-07-16,"D35",12,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.210383365828797
"1632",2023-07-16,"D39",17.8,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.312068659312716
"1633",2023-07-16,"D4",29.2666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.5131016533269
"1634",2023-07-16,"D40",10.3866666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.182098491089592
"1635",2023-07-16,"D41",16.22,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.284368182811924
"1636",2023-07-16,"D42",20.86,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.365716417599059
"1637",2023-07-16,"D43",19.1933333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.336496505678393
"1638",2023-07-16,"D45",21.0733333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.369456566324905
"1639",2023-07-16,"D7",14.38,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.252109400051509
"1640",2023-07-16,"D9",28.6066666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.501530568206316
"1641",2023-07-16,"E1",8.10666666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.142125651582121
"1642",2023-07-16,"E12",10.5866666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.185604880520072
"1643",2023-07-16,"E13",29.3333333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.514270449803727
"1644",2023-07-16,"E14",10.8533333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.190280066427379
"1645",2023-07-16,"E15",15.9733333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.280043635847666
"1646",2023-07-16,"E19",11.4266666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.200331716128088
"1647",2023-07-16,"E20",11.6866666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.204890022387712
"1648",2023-07-16,"E22",37,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.648682044638792
"1649",2023-07-16,"E25",12.86,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.225460840379861
"1650",2023-07-16,"E29",10.1266666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.177540184829968
"1651",2023-07-16,"E3",15.16,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.265784318830381
"1652",2023-07-16,"E30",24.2866666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.425792556507949
"1653",2023-07-16,"E34",22.1533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.388391069249497
"1654",2023-07-16,"E35",11.62,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.203721225910885
"1655",2023-07-16,"E37",20.4066666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.357768601556638
"1656",2023-07-16,"E40",11.0066666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.19296829832408
"1657",2023-07-16,"E45",7.04,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.123424907952894
"1658",2023-07-16,"E5",19.1066666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.334977070258518
"1659",2023-07-16,"E51",12.42,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.217746783632805
"1660",2023-07-16,"E6",14.9733333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.262511688695266
"1661",2023-07-16,"T1",30.12,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.528062248230281
"1662",2023-07-16,"T10",33.1133333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.580541210039798
"1663",2023-07-16,"T11",39.56,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.693563829348935
"1664",2023-07-16,"T14",35.0466666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.614436307867771
"1665",2023-07-16,"T2",33.32,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.584164479117961
"1666",2023-07-16,"T21",24.5933333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.431169020301352
"1667",2023-07-16,"T25",35.23,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.617650498179044
"1668",2023-07-16,"T28",22.2333333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.389793625021688
"1669",2023-07-16,"T29",32.06,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.562074225705937
"1670",2023-07-16,"T3",43,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.753873727553191
"1671",2023-07-16,"T31",27.2066666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.476985842192957
"1672",2023-07-16,"T33",33.9266666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.594800527057083
"1673",2023-07-16,"T4",23.08,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.404637340277387
"1674",2023-07-16,"T42",23.8133333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.41749410152248
"1675",2023-07-16,"T43",27.6466666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.484699898940013
"1676",2023-07-16,"T44",23.04,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.403936062391291
"1677",2023-07-16,"T45",21.2466666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.372495437164654
"1678",2023-07-16,"T5",22.1733333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.388741708192544
"1679",2023-07-16,"T6",20.1733333333333,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.353677813887745
"1680",2023-07-16,"T9",36.7933333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.645058775560629
"1681",2023-07-17,"B1",13.7666666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.241356472464704
"1682",2023-07-17,"B13",34.32,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.601696426270361
"1683",2023-07-17,"B15",21.4466666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.376001826595134
"1684",2023-07-17,"B17",31.0266666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.543957880315124
"1685",2023-07-17,"B2",35.5933333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.62402043897775
"1686",2023-07-17,"B23",38.4866666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.674746206072026
"1687",2023-07-17,"B24",11.94,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.209331448999653
"1688",2023-07-17,"B26",20.12,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.352742776706284
"1689",2023-07-17,"B27",23.2933333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.408377489003232
"1690",2023-07-17,"B3",32.3,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.566281893022513
"1691",2023-07-17,"B30",33.14,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.581008728630529
"1692",2023-07-17,"B31",29.6066666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.519062515358716
"1693",2023-07-17,"B34",37.5666666666667,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.658616814691819
"1694",2023-07-17,"B35",17.66,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.30961418671138
"1695",2023-07-17,"B37",18.0333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.316159446981609
"1696",2023-07-17,"B38",13.92,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.244044704361405
"1697",2023-07-17,"B4",17.2333333333333,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.30213388925969
"1698",2023-07-17,"B40",13.3066666666667,NA,NA,NA,NA,"D","European Beech",NA,NA,NA,0.2332917767746
"1699",2023-07-17,"B43",28.3133333333333,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.496387863708279
"1700",2023-07-17,"B44",36.92,NA,NA,NA,NA,"W","European Beech",NA,NA,NA,0.6472794888666
"1701",2023-07-17,"D10",14.3933333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.252343159346874
"1702",2023-07-17,"D15",18.6266666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.326561735625367
"1703",2023-07-17,"D18",34.3333333333333,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.601930185565726
"1704",2023-07-17,"D19",12.98,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.227564674038149
"1705",2023-07-17,"D21",13.1933333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.231304822763994
"1706",2023-07-17,"D25",40.3666666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.707706266718538
"1707",2023-07-17,"D28",34.5866666666667,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.606371612177667
"1708",2023-07-17,"D3",20.78,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.364313861826867
"1709",2023-07-17,"D31",19.96,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.3499376651619
"1710",2023-07-17,"D33",16.92,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.296640545818604
"1711",2023-07-17,"D35",11.5666666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.202786188729424
"1712",2023-07-17,"D39",18.2,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.319081438173676
"1713",2023-07-17,"D4",30.5,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.534724388148193
"1714",2023-07-17,"D40",9.79333333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.171696202445835
"1715",2023-07-17,"D41",15.66,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.274550292406581
"1716",2023-07-17,"D42",21.68,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.380092614264027
"1717",2023-07-17,"D43",18.5133333333333,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.324574781614761
"1718",2023-07-17,"D45",21.22,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.372027918573923
"1719",2023-07-17,"D7",13.8066666666667,NA,NA,NA,NA,"D","Douglas Fir",NA,NA,NA,0.2420577503508
"1720",2023-07-17,"D9",29.92,NA,NA,NA,NA,"W","Douglas Fir",NA,NA,NA,0.524555858799801
"1721",2023-07-17,"E1",7.75333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.13593103025494
"1722",2023-07-17,"E12",10.1933333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.178708981306795
"1723",2023-07-17,"E13",30.7,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.538230777578673
"1724",2023-07-17,"E14",10.3933333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.182215370737275
"1725",2023-07-17,"E15",16.5533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.290212165196058
"1726",2023-07-17,"E19",10.98,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.19250077973335
"1727",2023-07-17,"E20",11.16,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.195656530220782
"1728",2023-07-17,"E22",38.4,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.673226770652152
"1729",2023-07-17,"E25",12.18,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.213539116316229
"1730",2023-07-17,"E29",9.68,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.16970924843523
"1731",2023-07-17,"E3",15.3133333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.268472550727082
"1732",2023-07-17,"E30",25.5266666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.447532170976925
"1733",2023-07-17,"E34",22.5933333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.396105125996552
"1734",2023-07-17,"E35",11.2266666666667,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.196825326697608
"1735",2023-07-17,"E37",20.9533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.367352732666617
"1736",2023-07-17,"E40",10.62,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.186189278758486
"1737",2023-07-17,"E45",6.75333333333333,NA,NA,NA,NA,"D","Pedunculate Oak",NA,NA,NA,0.11839908310254
"1738",2023-07-17,"E5",19.8533333333333,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.348067590798977
"1739",2023-07-17,"E51",12.7266666666667,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.223123247426208
"1740",2023-07-17,"E6",15.42,NA,NA,NA,NA,"W","Pedunculate Oak",NA,NA,NA,0.270342625090005
"1741",2023-07-17,"T1",30.5266666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.535191906738924
"1742",2023-07-17,"T10",33.54,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.588021507491489
"1743",2023-07-17,"T11",40.58,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.711446415444383
"1744",2023-07-17,"T14",35.5733333333333,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.623669800034702
"1745",2023-07-17,"T2",34.2266666666667,NA,NA,NA,NA,"W","White Fir",NA,NA,NA,0.600060111202803
"1746",2023-07-17,"T21",23.8466666666667,NA,NA,NA,NA,"D","White Fir",NA,NA,NA,0.418078499760894
